id,level,spec_section,class,verdict,evidence,owning_tickets,tests,adrs,risk_rows,routing,note
SIG-RECON-019,MUST,"28.7 Recomputation, versioning, immutability",covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,P08.3,tests/reconcile/test_resolve.py:4,ADR-037,RISK-P8-13,—,
SIG-RECON-020,MUST,"28.7 Recomputation, versioning, immutability",covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,ADR-037,—,—,
SIG-RECON-021,MUST,"28.7 Recomputation, versioning, immutability",covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,P08.1;P08.3,tests/reconcile/test_resolve.py:4,ADR-037,—,—,
SIG-RECON-022,MUST,28.8 Rationale generation,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/ruleset.py:103,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-023,MUST,28.8 Rationale generation,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-024,MUST,28.9 Human override,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-025,MUST,28.9 Human override,covered+tested,MET,tests/reconcile/test_resolve.py:4;reconcile/src/reconcile/resolve.py:4,—,tests/reconcile/test_resolve.py:4,—,—,—,
SIG-RECON-026,MUST,29.1 Camera-count reconciliation,covered+tested,MET,tests/connectors/test_audit_structural.py:206;connectors/src/connectors/audit_structural.py:35,P06.1;P08.2;P11.2,tests/connectors/test_audit_structural.py:206,ADR-031;ADR-043,RISK-P11-10,—,
SIG-RECON-027,MUST,29.1 Camera-count reconciliation,covered+tested,MET,tests/acceptance/queries/test_j1_journalists_traversal.py:101;reconcile/src/reconcile/counts.py:99,P08.2,tests/acceptance/queries/test_j1_journalists_traversal.py:101,ADR-031,—,—,
SIG-RECON-028,MUST,29.1 Camera-count reconciliation,covered+tested,MET,tests/reconcile/test_resolve.py:523;reconcile/src/reconcile/resolve.py:489,P08.2,tests/reconcile/test_resolve.py:523,ADR-031,—,—,
SIG-RECON-029,MUST,29.1 Camera-count reconciliation,covered+tested,MET,tests/acceptance/queries/test_j1_journalists_traversal.py:102;reconcile/src/reconcile/model.py:403,P08.2,tests/acceptance/queries/test_j1_journalists_traversal.py:102,ADR-031,—,—,
SIG-RECON-030,MUST,29.2 Device attribution,covered+tested,MET,tests/reconcile/test_attribution.py:4;reconcile/src/reconcile/attribution.py:4,P08.2,tests/reconcile/test_attribution.py:4,ADR-036,—,—,
SIG-RECON-031,MUST,29.2 Device attribution,covered+tested,MET,tests/reconcile/test_attribution.py:23;reconcile/src/reconcile/model.py:313,P08.2,tests/reconcile/test_attribution.py:23,ADR-036,RISK-P8-01,—,
SIG-RECON-032,MUST,29.2 Device attribution,covered+tested,MET,tests/reconcile/test_attribution.py:58;reconcile/src/reconcile/attribution.py:10,P08.2,tests/reconcile/test_attribution.py:58,ADR-036,RISK-P8-02,—,
SIG-RECON-033,MUST,29.2 Device attribution,covered+tested,MET,tests/reconcile/test_attribution.py:147;reconcile/src/reconcile/model.py:338,P08.2,tests/reconcile/test_attribution.py:147,ADR-036,—,—,
SIG-RECON-034,MUST,29.3 Sharing-edge reconciliation,covered+tested,MET,tests/connectors/test_audit_structural.py:244;connectors/src/connectors/flock_portal.py:40,P08.2;P11.1;P11.2,tests/connectors/test_audit_structural.py:244,ADR-036;ADR-042;ADR-043,—,—,
SIG-RECON-035,MUST,29.3 Sharing-edge reconciliation,covered+tested,MET,tests/connectors/test_audit_structural.py:268;connectors/src/connectors/flock_portal.py:409,P08.2,tests/connectors/test_audit_structural.py:268,ADR-036,RISK-P8-03;RISK-P11-06,—,
SIG-RECON-036,MUST,29.3 Sharing-edge reconciliation,covered+tested,MET,tests/reconcile/test_sharing.py:69;connectors/src/connectors/flock_portal.py:372,P08.2,tests/reconcile/test_sharing.py:69,ADR-036,RISK-P8-04,—,
SIG-RECON-037,MUST,29.3 Sharing-edge reconciliation,covered+tested,MET,tests/reconcile/test_sharing.py:85;reconcile/src/reconcile/sharing.py:18,P08.2;P12.2,tests/reconcile/test_sharing.py:85,ADR-036;ADR-045,—,—,
SIG-RECON-038,MUST,29.4 Deployment lifecycle reconciliation,covered+tested,MET,tests/reconcile/test_lifecycle.py:4;reconcile/src/reconcile/lifecycle.py:4,P08.2,tests/reconcile/test_lifecycle.py:4,ADR-036,—,—,
SIG-RECON-039,MUST,29.4 Deployment lifecycle reconciliation,covered+tested,AT-RISK-INTEGRATION,tests/reconcile/test_lifecycle.py:4;reconcile/src/reconcile/lifecycle.py:4,P08.2,tests/reconcile/test_lifecycle.py:4,ADR-036,—,P21.2,annotation entities (Contradiction/CoverageRecord/ResearchTask) computed in memory; no psycopg in reconcile/inference/tasks - not persisted (ADR-037/038/039/054); P19.5: reviewed at capstone closure — annotation persistence is P21.2; re-routed P19.4:S→P21.2
SIG-RECON-040,MUST,29.4 Deployment lifecycle reconciliation,covered+tested,AT-RISK-INTEGRATION,tests/reconcile/test_lifecycle.py:4;reconcile/src/reconcile/lifecycle.py:4,P08.2,tests/reconcile/test_lifecycle.py:4,ADR-036,RISK-P8-06,P21.2,annotation entities (Contradiction/CoverageRecord/ResearchTask) computed in memory; no psycopg in reconcile/inference/tasks - not persisted (ADR-037/038/039/054); P19.5: reviewed at capstone closure — annotation persistence is P21.2; re-routed P19.4:S→P21.2
SIG-RECON-041,MUST,29.4 Deployment lifecycle reconciliation,covered+tested,MET,tests/reconcile/test_lifecycle.py:4;reconcile/src/reconcile/lifecycle.py:4,P08.2,tests/reconcile/test_lifecycle.py:4,ADR-036,RISK-P8-05,—,
SIG-RECON-042,MUST,29.4 Deployment lifecycle reconciliation,covered+tested,MET,tests/reconcile/test_lifecycle.py:4;reconcile/src/reconcile/lifecycle.py:4,P08.2,tests/reconcile/test_lifecycle.py:4,ADR-036,—,—,
SIG-RECON-043,MUST,29.5 Retention reconciliation,covered+tested,MET,tests/reconcile/test_retention.py:4;reconcile/src/reconcile/retention.py:4,P08.2,tests/reconcile/test_retention.py:4,ADR-036,RISK-P8-07,—,
SIG-RECON-044,MUST,29.6 Policy-versus-configuration reconciliation,covered+tested,MET,tests/reconcile/test_policy_config.py:4;reconcile/src/reconcile/policy_config.py:4,P08.2;P13.2,tests/reconcile/test_policy_config.py:4,ADR-036;ADR-046,RISK-P8-08;RISK-P13-11,—,
SIG-RECON-045,MUST,29.7 Snapshot-diff reconciliation,covered+tested,MET,tests/connectors/test_flock_portal.py:323;connectors/src/connectors/flock_portal.py:42,P08.2;P11.1;P15.4,tests/connectors/test_flock_portal.py:323,ADR-036;ADR-052,—,—,
SIG-RECON-046,MUST,29.8 Additional workflows,covered+tested,MET,tests/reconcile/test_additional.py:4;reconcile/src/reconcile/additional.py:4,P08.2,tests/reconcile/test_additional.py:4,ADR-036,—,—,
SIG-RECON-047,MUST,30. The inference layer,covered+tested,MET,tests/inference/test_access_paths.py:313;reconcile/src/reconcile/model.py:313,P12.2,tests/inference/test_access_paths.py:313,ADR-045,—,—,
SIG-RECON-048,MUST,30.2 Access-path closure — SIG's most powerful and most dang,covered+tested,MET,tests/inference/test_access_paths.py:4;inference/src/inference/access_paths.py:7,—,tests/inference/test_access_paths.py:4,ADR-045,—,—,
SIG-RECON-049,MUST,30.2 Access-path closure — SIG's most powerful and most dang,covered+tested,MET,tests/inference/test_access_paths.py:14;inference/src/inference/access_paths.py:8,—,tests/inference/test_access_paths.py:14,ADR-045,RISK-P12-09;RISK-P12-10;RISK-P12-11,—,
SIG-RECON-050,MUST,30.2 Access-path closure — SIG's most powerful and most dang,covered+tested,MET,tests/inference/test_access_paths.py:17;web/tests/unit/network.test.ts:6;inference/src/inference/access_paths.py:35,P15.3,tests/inference/test_access_paths.py:17,ADR-045;ADR-051,RISK-P12-12;RISK-P15-19,—,
SIG-RECON-051,MUST,30.3 Prohibited inferences,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:4909,—,—,—,—,accepted,MUST NOT infer person identity/location - enforced by inference guards + no such code path; not cited by id
SIG-RECON-052,MUST,30.4 Labelling,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:4917,—,—,—,—,P20.1:backlog,inference visual/structural distinguishability - rendering rule not exercised by id-linked test
SIG-RECON-053,MUST,31. Contradiction as a first-class object,covered+tested,MET,tests/reconcile/test_contradiction.py:4;reconcile/src/reconcile/model.py:133,P08.3,tests/reconcile/test_contradiction.py:4,ADR-037,—,—,
SIG-RECON-054,MUST,31. Contradiction as a first-class object,covered+tested,MET,tests/reconcile/test_contradiction.py:4;reconcile/src/reconcile/model.py:172,P08.3,tests/reconcile/test_contradiction.py:4,ADR-037,RISK-P8-12,—,
SIG-RECON-055,MUST,31. Contradiction as a first-class object,covered+tested,MET,tests/reconcile/test_contradiction.py:4;reconcile/src/reconcile/model.py:145,P08.3,tests/reconcile/test_contradiction.py:4,ADR-037,RISK-P8-10;RISK-P8-11,—,
SIG-RECON-056,MUST,31. Contradiction as a first-class object,covered+tested,MET,tests/reconcile/test_contradiction.py:4;reconcile/src/reconcile/model.py:139,P08.3,tests/reconcile/test_contradiction.py:4,ADR-037,—,—,
SIG-RECON-057,MUST,31. Contradiction as a first-class object,covered+tested,MET,tests/reconcile/test_detector_task_contract.py:4;reconcile/src/reconcile/resolve.py:197,P08.3,tests/reconcile/test_detector_task_contract.py:4,ADR-037,RISK-P8-14,—,
SIG-SEC-001,MUST,44.1 The premise,covered+tested,MET,tests/unit/test_policy_threat_model.py:4;policy/src/policy/threat_model.py:4,P00.2,tests/unit/test_policy_threat_model.py:4,—,—,—,
SIG-SEC-002,MUST,44.3 Warrant-resistant architecture,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6288,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-SEC-003,MUST,44.3 Warrant-resistant architecture,process/governance,MISSING,docs/2_canonical_design_spec.md:6292,—,—,—,—,P20.1:backlog,transparency report (legal demands received) not published - governance operation (HG-11)
SIG-SEC-004,MUST,44.4 Access control,covered+untested,MET,ADR-012,—,—,ADR-012,—,—,"design recorded in ADR (ADR-012); implemented, not id-stamped in code"
SIG-SEC-005,MUST,44.4 Access control,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:6302,—,—,—,—,P20.1:backlog,"restricted/sealed byte-access logging not exercised end-to-end (RLS present, audit log unverified)"
SIG-SEC-006,MUST,44.5 Standard practice,process/governance,PARTIAL,docs/2_canonical_design_spec.md:6308,—,—,—,—,P20.1:backlog,no secrets in repo (verified); dependency/container scanning not set up in CI
SIG-STORE-001,MUST,15.1 The decision,covered+untested,MET,ADR-001,—,—,ADR-001,—,—,"design recorded in ADR (ADR-001); implemented, not id-stamped in code"
SIG-STORE-002,MUST,15.2 The evaluation,covered+untested,MET,ADR-029-spli,—,—,ADR-029,—,—,"design recorded in ADR (ADR-029); implemented, not id-stamped in code"
SIG-STORE-003,MUST,15.2 The evaluation,process/governance,MISSING,docs/2_canonical_design_spec.md:2579,—,—,—,—,P21.5,"zero-cost start / degraded mode not built (SIG-GOV-021, LD-P07)"
SIG-STORE-004,MUST,15.4 The projections,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2610,—,—,—,—,P21.5,"projection-rebuildability / no-sole-home invariants not exercised end-to-end (infra, P21.5)"
SIG-STORE-005,MUST,15.4 The projections,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2623,—,—,—,—,P21.5,"projection-rebuildability / no-sole-home invariants not exercised end-to-end (infra, P21.5)"
SIG-STORE-006,MUST,15.5 Architecture Decision Records,covered+untested,MET,ADR-001,P00.2,—,ADR-001,—,—,"design recorded in ADR (ADR-001); implemented, not id-stamped in code"
SIG-STORE-007,MUST,15.5 Architecture Decision Records,covered+tested,MET,tests/unit/test_policy_adrs.py:4,—,tests/unit/test_policy_adrs.py:4,ADR-058,—,—,
SIG-STORE-008,MUST,16.1 Identity: entities hold identity only,covered+tested,MET,tests/db/test_schema_integrity.py:4;db/deploy/entity.sql:5,P02.1,tests/db/test_schema_integrity.py:4,ADR-022,—,—,
SIG-STORE-009,MUST,16.1 Identity: entities hold identity only,covered+tested,MET,tests/db/test_schema_integrity.py:94;db/deploy/domain_entities.sql:8,P02.1,tests/db/test_schema_integrity.py:94,ADR-002,—,—,
SIG-STORE-010,MUST,16.1 Identity: entities hold identity only,covered+untested,MET,db/deploy/extensions.sql:5,—,—,ADR-010;ADR-022,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-011,MUST,16.3 Append-only enforcement,covered+tested,MET,tests/db/test_append_only.py:4;db/deploy/temporal_invariants.sql:25,P02.1,tests/db/test_append_only.py:4,ADR-022,RISK-P2-01,—,
SIG-STORE-012,MUST,16.3 Append-only enforcement,covered+tested,MET,tests/db/test_append_only.py:65;db/deploy/access_control.sql:9,—,tests/db/test_append_only.py:65,—,—,—,
SIG-STORE-013,MUST,16.3 Append-only enforcement,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:2854,—,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-STORE-014,MUST,16.4 The resolution table,covered+tested,MET,tests/db/test_resolution_exclusion.py:4;reconcile/src/reconcile/resolve.py:161,P02.1;P08.1,tests/db/test_resolution_exclusion.py:4,—,—,—,
SIG-STORE-015,MUST,16.4 The resolution table,covered+untested,MET,db/deploy/resolution.sql:10,—,—,—,RISK-P2-01,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-016,MUST,16.4 The resolution table,covered+tested,MET,tests/db/test_resolution_exclusion.py:93;db/deploy/resolution.sql:9,—,tests/db/test_resolution_exclusion.py:93,—,RISK-P2-01,—,
SIG-STORE-017,MUST,16.4 The resolution table,covered+tested,MET,tests/reconcile/test_ruleset.py:4;reconcile/src/reconcile/ruleset.py:9,P08.1,tests/reconcile/test_ruleset.py:4,—,—,—,
SIG-STORE-018,MUST,16.4 The resolution table,covered+untested,MET,reconcile/src/reconcile/rebuild.py:23,—,—,ADR-005,RISK-P2-03,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-019,MUST,16.4 The resolution table,covered+untested,MET,db/deploy/resolution.sql:11,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-020,MUST,16.6 Corrections without erasure,covered+tested,MET,tests/db/test_corrections.py:4;web/src/lib/corrections.ts:25,—,tests/db/test_corrections.py:4,ADR-002,RISK-P2-01,—,
SIG-STORE-021,MUST,16.7 EDTF encoding,covered+tested,MET,tests/unit/test_edtf.py:4;db/src/db/edtf.py:8,P02.3,tests/unit/test_edtf.py:4,ADR-024,—,—,
SIG-STORE-022,MUST,16.7 EDTF encoding,covered+tested,MET,tests/unit/test_edtf.py:50,—,tests/unit/test_edtf.py:50,ADR-024,—,—,
SIG-STORE-023,MUST,16.8 Access control,covered+tested,MET,tests/db/test_rls.py:4;db/deploy/access_control.sql:6,P02.1,tests/db/test_rls.py:4,—,—,—,
SIG-STORE-024,MUST,16.8 Access control,covered+tested,MET,tests/db/conftest.py:6;db/deploy/access_control.sql:10,—,tests/db/conftest.py:6,ADR-012,—,—,
SIG-STORE-025,MUST,18.1 The bright line,covered+tested,MET,tests/connectors/test_audit_structural.py:131;connectors/src/connectors/audit_structural.py:18,P11.2;P12.1,tests/connectors/test_audit_structural.py:131,ADR-043;ADR-044,RISK-P11-08;RISK-P12-01,—,
SIG-STORE-026,MUST,18.1 The bright line,covered+tested,MET,tests/connectors/test_audit_structural.py:154;connectors/src/connectors/audit_structural.py:22,P02.1,tests/connectors/test_audit_structural.py:154,ADR-044,—,—,
SIG-STORE-027,MUST,18.2 The substrate,covered+tested,MET,tests/db/test_analytics.py:237;db/src/db/cli.py:10,P12.1,tests/db/test_analytics.py:237,ADR-044,—,—,
SIG-STORE-028,MUST,18.3 The join,covered+tested,MET,tests/db/test_analytics.py:48;db/src/db/analytics.py:19,P12.1,tests/db/test_analytics.py:48,ADR-044,RISK-P12-02;RISK-P12-06,—,
SIG-STORE-029,MUST,18.3 The join,covered+tested,MET,tests/db/test_analytics.py:381;db/src/db/analytics.py:23,P12.1,tests/db/test_analytics.py:381,ADR-044,RISK-P12-03,—,
SIG-STORE-030,MUST,18.4 Disclosure control,covered+tested,MET,tests/db/test_suppression.py:6;db/src/db/suppression.py:20,P12.1,tests/db/test_suppression.py:6,ADR-044,RISK-P12-04;RISK-P12-05,—,
SIG-STORE-031,MUST,18.4 Disclosure control,covered+tested,MET,tests/db/test_suppression.py:90;db/src/db/suppression.py:46,—,tests/db/test_suppression.py:90,ADR-044,—,—,
SIG-STORE-032,MUST,18.4 Disclosure control,covered+tested,MET,tests/db/test_suppression.py:94;db/src/db/suppression.py:8,—,tests/db/test_suppression.py:94,ADR-044,—,—,
SIG-STORE-033,RATIONALE,18.4 Disclosure control,rationale-only,N/A-RATIONALE,tests/db/test_suppression.py:41;db/src/db/suppression.py:23,—,tests/db/test_suppression.py:41,ADR-044,—,—,rationale statement (Part 0 3.1); no build obligation
SIG-STORE-034,MUST,20.1 One source of truth,covered+tested,MET,tests/ontology/test_generation_gate.py:4;ontology/src/ontology/generate.py:9,P01.1,tests/ontology/test_generation_gate.py:4,—,—,—,
SIG-STORE-035,MUST,20.2 Published vocabularies,covered+tested,MET,tests/ontology/test_vocabularies.py:94;ontology/src/ontology/generate.py:31,P01.1,tests/ontology/test_vocabularies.py:94,—,RISK-P1-01,—,
SIG-STORE-036,MUST,20.2 Published vocabularies,covered+untested,MET,ontology/src/ontology/generate.py:242,P01.1,—,—,RISK-P1-01,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-037,MUST,20.2 Published vocabularies,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3351,P01.1,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-STORE-038,MUST,20.2 Published vocabularies,covered+tested,MET,tests/parsing/test_reason_codes.py:69;parsing/src/parsing/reason_codes.py:18,P01.1;P07.1,tests/parsing/test_reason_codes.py:69,ADR-033,RISK-P7-04,—,
SIG-STORE-039,MUST,20.3 Crosswalks to external taxonomies,covered+untested,MET,ADR-028,P01.1,—,ADR-028,RISK-P1-02,—,"design recorded in ADR (ADR-028); implemented, not id-stamped in code"
SIG-STORE-040,MUST,20.3 Crosswalks to external taxonomies,covered+untested,MET,connectors/src/connectors/atlas.py:19,P01.1;P04.3,—,ADR-028,RISK-P4-09,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-041,MUST,20.4 Physical migrations,covered+tested,MET,tests/db/conftest.py:9,P02.1,tests/db/conftest.py:9,—,RISK-P2-04,—,
SIG-STORE-042,MUST,20.4 Physical migrations,covered+untested,MET,ADR-022-defe,—,—,ADR-022;ADR-023,RISK-P2-08,—,"design recorded in ADR (ADR-022;ADR-023); implemented, not id-stamped in code"
SIG-STORE-043,MUST,20.5 Outward identifiers,covered+untested,MET,db/deploy/domain_entities.sql:34,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-STORE-044,MUST,20.5 Outward identifiers,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3389,—,—,—,—,P20.1:backlog,crosswalk exists (resolution/crosswalk); Wikidata-QID-as-first-class treatment unverified
SIG-STORE-045,MUST,Appendix C — Consolidated DDL for the domain entities,deferred(RISK),PARTIAL,docs/2_canonical_design_spec.md:8116,—,—,—,RISK-P2-04,P20.1:backlog,referenced only in risk register (compensating control); verify
SIG-STORE-046,MUST,Appendix C — Consolidated DDL for the domain entities,covered+tested,MET,tests/db/test_schema_integrity.py:43;db/deploy/domain_entities.sql:5,P02.1,tests/db/test_schema_integrity.py:43,—,—,—,
SIG-STORE-047,MUST,C.7 What is deliberately absent,covered+tested,MET,tests/db/test_schema_integrity.py:132,—,tests/db/test_schema_integrity.py:132,—,—,—,
SIG-TASK-001,MUST,33.1 The detector specification language,covered+tested,MET,tests/tasks/test_tasks_spec.py:7;tasks/src/tasks/__init__.py:15,P10.1,tests/tasks/test_tasks_spec.py:7,ADR-039,—,—,
SIG-TASK-002,MUST,33.1 The detector specification language,covered+tested,MET,tests/tasks/test_tasks_spec.py:6;reconcile/src/reconcile/model.py:120,P10.1;P10.2,tests/tasks/test_tasks_spec.py:6,ADR-039,RISK-P10-01;RISK-P10-09,—,
SIG-TASK-003,MUST,33.2 The task catalog,covered+tested,MET,tests/tasks/test_tasks_catalog.py:6;tasks/src/tasks/catalog.py:4,P10.1;P10.2,tests/tasks/test_tasks_catalog.py:6,ADR-040,—,—,
SIG-TASK-004,MUST,33.2 The task catalog,covered+tested,MET,tests/tasks/test_tasks_catalog.py:8;tasks/src/tasks/catalog.py:18,P10.2,tests/tasks/test_tasks_catalog.py:8,ADR-040,RISK-P10-10;RISK-P10-07,—,
SIG-TASK-005,MUST,33.3 Lifecycle,covered+tested,MET,tests/tasks/test_tasks_lifecycle.py:8;tasks/src/tasks/__init__.py:18,—,tests/tasks/test_tasks_lifecycle.py:8,ADR-039,—,—,
SIG-TASK-006,MUST,33.3 Lifecycle,covered+tested,MET,tests/tasks/test_tasks_catalog.py:244;tasks/src/tasks/catalog.py:32,P10.1;P10.2,tests/tasks/test_tasks_catalog.py:244,ADR-039,RISK-P10-02;RISK-P10-11,—,
SIG-TASK-007,MUST,33.3 Lifecycle,covered+tested,MET,tests/tasks/test_tasks_lifecycle.py:8;tasks/src/tasks/lifecycle.py:14,—,tests/tasks/test_tasks_lifecycle.py:8,ADR-039,—,—,
SIG-TASK-008,MUST,33.4 Dispositions — the queue must be able to shrink,covered+tested,MET,tests/tasks/test_tasks_dispositions.py:8;web/tests/e2e/corrections-methodology.spec.ts:36;tasks/src/tasks/dispositions.py:4,P15.5,tests/tasks/test_tasks_dispositions.py:8,ADR-039;ADR-053,—,—,
SIG-TASK-009,MUST,33.4 Dispositions — the queue must be able to shrink,covered+tested,MET,tests/tasks/test_tasks_dispositions.py:6;web/tests/unit/research-queue.test.ts:34;tasks/src/tasks/catalog.py:60,P10.1;P10.3,tests/tasks/test_tasks_dispositions.py:6,ADR-039;ADR-041;ADR-053,RISK-P10-03,—,
SIG-TASK-010,MUST,33.5 Geographic queues (Q36),covered+tested,MET,tests/tasks/test_tasks_geographic.py:6;web/tests/unit/research-queue.test.ts:51;tasks/src/tasks/geographic.py:7,P10.1;P15.5,tests/tasks/test_tasks_geographic.py:6,ADR-039;ADR-053,RISK-P10-04,—,
SIG-TASK-011,MUST,33.5 Geographic queues (Q36),covered+tested,MET,tests/tasks/test_tasks_geographic.py:59;tasks/src/tasks/geographic.py:10,—,tests/tasks/test_tasks_geographic.py:59,ADR-039;ADR-053,RISK-P15-30,—,
SIG-TASK-012,MUST,33.6 Anti-abuse,covered+tested,MET,tests/tasks/test_tasks_recognition.py:6;web/tests/unit/research-queue.test.ts:99;tasks/src/tasks/recognition.py:4,P15.5,tests/tasks/test_tasks_recognition.py:6,ADR-039;ADR-053,RISK-P10-05;RISK-P15-30,—,
SIG-TASK-013,MUST,33.6 Anti-abuse,covered+tested,MET,tests/tasks/test_tasks_lifecycle.py:9;tasks/src/tasks/lifecycle.py:18,—,tests/tasks/test_tasks_lifecycle.py:9,ADR-039,RISK-P10-06,—,
SIG-TASK-014,MUST,33.7 The local-group registry,covered+tested,MET,tests/unit/test_source_registry.py:195;connectors/src/connectors/ecosystem.py:8,P00.4,tests/unit/test_source_registry.py:195,ADR-039,RISK-P10-08,—,
SIG-TASK-015,MUST,36. Records-request generation,covered+tested,MET,tests/tasks/test_tasks_records_law.py:6;tasks/src/tasks/__init__.py:32,P10.3,tests/tasks/test_tasks_records_law.py:6,ADR-041,RISK-P10-16,—,
SIG-TASK-016,MUST,36. Records-request generation,covered+tested,MET,tests/tasks/test_tasks_records_law.py:4;tasks/src/tasks/records_request.py:15,P10.3,tests/tasks/test_tasks_records_law.py:4,ADR-041,—,—,
SIG-TASK-016a,MUST,36. Records-request generation,covered+tested,MET,tests/tasks/test_tasks_records_law.py:7;tasks/src/tasks/records_request.py:18,P10.3,tests/tasks/test_tasks_records_law.py:7,ADR-041,RISK-P10-15,—,
SIG-TASK-016b,MUST,36. Records-request generation,covered+tested,MET,tests/tasks/test_tasks_records_request.py:155;tasks/src/tasks/records_request.py:180,—,tests/tasks/test_tasks_records_request.py:155,ADR-041,—,—,
SIG-TASK-017,MUST,36. Records-request generation,covered+tested,MET,tests/tasks/test_tasks_templates.py:4;tasks/src/tasks/records_request.py:25,P10.3,tests/tasks/test_tasks_templates.py:4,ADR-041,RISK-P10-18,—,
SIG-TASK-018,MUST,36. Records-request generation,covered+tested,MET,tests/tasks/test_tasks_records_request.py:13;tasks/src/tasks/records_request.py:29,P10.3,tests/tasks/test_tasks_records_request.py:13,ADR-041,—,—,
SIG-TIME-001,MUST,9.2 The five temporal dimensions,covered+untested,MET,ADR-003,—,—,ADR-003,—,—,"design recorded in ADR (ADR-003); implemented, not id-stamped in code"
SIG-TIME-002,MUST,9.2 The five temporal dimensions,covered+untested,MET,ADR-022-defe,—,—,ADR-022,—,—,"design recorded in ADR (ADR-022); implemented, not id-stamped in code"
SIG-TIME-003,MUST,9.2 The five temporal dimensions,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:911,—,—,—,—,accepted,T1 MUST NOT be inferred at ingestion - enforced by temporal model design; not cited by id
SIG-TIME-004,MUST,9.3 Encoding uncertain and open-ended time,covered+tested,MET,tests/unit/test_temporal_semantics.py:7;db/src/db/temporal.py:9,P02.3,tests/unit/test_temporal_semantics.py:7,ADR-004,—,—,
SIG-TIME-005,MUST,9.3 Encoding uncertain and open-ended time,covered+tested,MET,tests/unit/test_temporal_semantics.py:32;db/src/db/temporal.py:66,—,tests/unit/test_temporal_semantics.py:32,—,RISK-P2-11;RISK-P2-01;RISK-P2-14,—,
SIG-TIME-006,MUST,9.3 Encoding uncertain and open-ended time,covered+untested,MET,db/src/db/edtf.py:8,P02.3,—,ADR-024,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-TIME-007,MUST,9.4 As-of query semantics,covered+tested,MET,tests/db/test_as_of.py:4;db/src/db/temporal.py:17,P02.3,tests/db/test_as_of.py:4,ADR-025,—,—,
SIG-TIME-008,MUST,9.4 As-of query semantics,covered+tested,MET,web/tests/unit/citation.test.ts:41;db/src/db/temporal.py:20;tests/api/test_store_pg.py:176,—,web/tests/unit/citation.test.ts:41;tests/api/test_store_pg.py:176,ADR-025;ADR-059,RISK-P14-03;RISK-P15-05,—,Closed P19.4 (closed_by=P19.4): PgReadStore applies AsOf belief filter (sys_period @> belief); past-belief read returns the historical value
SIG-TIME-009,MUST,9.4 As-of query semantics,covered+untested,MET,web/src/lib/corrections.ts:25,P02.3,—,ADR-025,RISK-P2-11;RISK-P2-01,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-TIME-010,MUST,"9.5 Absence and the encoding of ""unknown""",covered+tested,MET,tests/unit/test_absence.py:7;db/src/db/absence.py:9,P02.3;P09.1,tests/unit/test_absence.py:7,ADR-038,RISK-P9-03,—,
SIG-TIME-011,MUST,"9.5 Absence and the encoding of ""unknown""",covered+tested,MET,tests/connectors/test_procurement.py:349;connectors/src/connectors/procurement.py:41,P07.2,tests/connectors/test_procurement.py:349,ADR-034;ADR-035;ADR-038,RISK-P7-07;RISK-P7-14,—,
